stg,sys,system,series,stage,short,bottom,mid,top,dur,systemCol,seriesCol,col,t2d,t2u,t3,tPart,tGFd,tGFu,tSing,tOri,tExt,tThrough,divSIB,divCSIB,divRT,divBC,extProp,oriProp,extPC,oriPC,ext3t,ori3t,extC3t,oriC3t,extGF,oriGF,E2f3,O2f3,ext2f3,ori2f3,samp3t,sampRange,diet,mass_extinction,food_mass_extinction
23,S,Silurian,Llandovery,Telychian,Tel,438.59,435.76,432.93,5.66,#bfe0cd,#8ccbae,#cae8e0,42,46,28,3,8,1,36,19,15,106,117,102.299645051716,176,121,0.289772727272727,0.3125,0.132351451484674,0.164874643190234,0.405465108108164,0.496436886313891,0.265703165733006,0.282862786015832,0.340926586970593,0.22825865198098,0.222222222222222,0.204081632653061,0.251314428280906,0.22825865198098,0.903225806451613,0.443396226415094,Carnivore,FALSE,FALSE
24,S,Silurian,Wenlock,Sheinwoodian,She,432.93,431.775,430.62,2.31,#bfe0cd,#c1e1d6,#cce7d8,46,24,20,3,0,16,3,13,29,96,83,75.3807640929735,141,125,0.226950354609929,0.113475177304965,0.263965545834465,0.126999690761307,0.832909122935104,0.182321556793955,0.16961490552484,0.0805388624840122,0.22825865198098,0.160342650075179,0.204081632653061,0.0740740740740741,0.22825865198098,0.0769610411361284,0.869565217391304,0.395833333333333,Carnivore,FALSE,FALSE
25,S,Silurian,Wenlock,Homerian,Hom,430.62,428.68,426.74,3.88,#bfe0cd,#c1e1d6,#d6ebe2,24,19,17,16,8,9,2,3,6,103,33,50.5898697175905,114,109,0.0701754385964912,0.043859649122807,0.0566188939995079,0.0287101058824314,0.34484048629173,0.111225635110224,0.0870113769896298,-0.0285363072649343,-0.0487901641694321,-0.158224005214894,-0.025,-0.171428571428571,-0.0246926125903714,-0.158224005214894,0.515151515151515,0.213592233009709,Carnivore,FALSE,FALSE
26,S,Silurian,Ludlow,Gorstian,Gor,426.74,425.875,425.01,1.73,#bfe0cd,#cce7e2,#d6ecea,19,45,17,5,17,0,4,12,4,102,60,61.32105420314,122,106,0.0655737704918033,0.131147540983607,0.0384662808277961,0.111225635110224,0.111225635110224,0.973449145714104,-0.047839059519463,0.31015492830384,0.0870113769896297,0.2484613592985,0,0.22,0,0.2484613592985,0.772727272727273,0.392156862745098,Carnivore,FALSE,FALSE
27,S,Silurian,Ludlow,Ludfordian,Lud,425.01,423.87,422.73,2.28,#bfe0cd,#cce7e2,#e2f1ec,45,51,29,5,2,5,13,18,24,90,104,96.2939187633007,145,114,0.255172413793103,0.213793103448276,0.23638877806423,0.182321556793955,0.439366659783846,0.564529802737852,0.18805223150294,0.306700693435752,0.2484613592985,0.441832752279039,0.18,0.267857142857143,0.198450938723838,0.311779624030841,0.852941176470588,0.544444444444444,Carnivore,FALSE,FALSE
28,S,Silurian,Pridoli,Pridoli,Pri,422.73,420.865,419,3.73,#bfe0cd,#ebf5ec,#ebf5ec,51,42,35,10,3,2,25,6,14,94,92,93.4150604938743,139,108,0.280575539568345,0.223021582733813,0.138836444854216,0.0618754037180875,0.376477571234912,0.182321556793955,0.202124184090134,0.0232568621642672,0.260726262463253,0.0800427076735364,0.131147540983607,0,0.140581950621189,0,0.777777777777778,0.5,Carnivore,FALSE,FALSE
29,D,Devonian,Lower Devonian,Lochkovian,Loc,419,415.7,412.4,6.6,#d49f51,#e9ba6a,#eac378,42,38,21,4,4,10,30,15,18,82,101,94.9569354859229,145,100,0.331034482758621,0.310344827586207,0.198450938723838,0.16799173123913,0.693147180559945,0.593063722002963,0.396881364416773,0.341749293722057,0.273293334999681,0.370373788296894,0.239130434782609,0.261904761904762,0.273293334999681,0.303682413798222,0.84,0.463414634146341,Carnivore,FALSE,FALSE
30,D,Devonian,Lower Devonian,Pragian,Pra,412.4,411.455,410.51,1.89,#d49f51,#e9ba6a,#ebcd87,38,41,29,10,5,3,14,12,10,87,72,76.4687001943858,123,97,0.195121951219512,0.211382113821138,0.108802859848799,0.129211731480006,0.270290329739912,0.346276236717834,0.0959369425951339,0.171922849573056,0.133531392624523,0.147635998806065,0.0416666666666667,0.137254901960784,0.0425596144187959,0.147635998806064,0.743589743589744,0.413793103448276,Carnivore,FALSE,FALSE
31,D,Devonian,Lower Devonian,Emsian,Ems,410.51,402.405,394.3,16.21,#d49f51,#e9ba6a,#edd595,41,57,21,4,6,3,74,37,22,77,170,159.828505273336,210,99,0.457142857142857,0.528571428571429,0.251314428280906,0.392393026540812,0.669049628980885,0.998528830111127,0.501995544317719,0.702263013967955,0.474457979595116,0.676886659688165,0.377777777777778,0.475409836065574,0.474457979595116,0.645137961373585,0.84,0.480519480519481,Carnivore,FALSE,FALSE
32,D,Devonian,Middle Devonian,Eifelian,Eif,394.3,389.8,385.3,9,#d49f51,#f4ce85,#f5da93,57,50,33,6,5,3,16,15,20,94,96,89.5996891166541,145,114,0.248275862068966,0.213793103448276,0.192903666124492,0.14805309995914,0.54654370636807,0.415515443961666,0.384024776870295,0.241162056816888,0.405465108108164,0.241162056816888,0.26984126984127,0.160714285714286,0.314493329902438,0.175204089025091,0.846153846153846,0.478723404255319,Carnivore,FALSE,FALSE
33,D,Devonian,Middle Devonian,Givetian,Giv,385.3,382.1,378.9,6.4,#d49f51,#f4ce85,#f5e2a0,50,34,17,3,2,7,48,26,35,74,139,129.14585657934,183,109,0.453551912568306,0.404371584699454,0.387282789024974,0.301105092783922,1.07880966137193,0.693147180559945,0.614504053240832,0.526093095896779,0.674455047547793,0.519875459285909,0.490566037735849,0.405405405405405,0.674455047547793,0.519875459285909,0.85,0.405405405405405,Carnivore,FALSE,FALSE
34,D,Devonian,Upper Devonian,Frasnian,Fra,378.9,375,371.1,7.8,#d49f51,#f5e4b6,#f4edc3,34,41,22,13,5,4,42,16,12,88,100,125.640589706847,158,100,0.341772151898734,0.367088607594937,0.127833371509885,0.167054084663166,0.435318071257845,0.622529613345992,0.109895670823217,0.460010683848217,0.186585955580412,0.300104592450338,0.0425531914893617,0.148148148148148,0.0434851119397387,0.160342650075179,0.628571428571429,0.340909090909091,Carnivore,FALSE,FALSE
35,D,Devonian,Upper Devonian,Famennian,Fam,371.1,365.2,359.3,11.8,#d49f51,#f5e4b6,#f4f0d5,41,37,13,5,7,1,124,23,38,66,210,229.632339341129,251,104,0.645418326693227,0.585657370517928,0.454736157114947,0.298981627705714,1.14862270924277,1.04596855518269,0.812150472621558,0.58166294705159,0.884202417322654,0.518793793415168,0.5,0.380952380952381,0.693147180559945,0.479573080261886,0.722222222222222,0.378787878787879,Carnivore,TRUE,TRUE
36,C,Carboniferous,Mississippian,Tournaisian,Tou,359.3,353.015,346.73,12.57,#6eafb5,#769e83,#9db989,37,48,15,6,1,2,62,35,18,71,144,159.211755276516,186,89,0.43010752688172,0.521505376344086,0.225956492690824,0.400759217070752,0.902867711542014,1.16315080980568,0.819486102602963,0.837728409371053,0.625705899764413,0.897941593205959,0.441860465116279,0.5,0.583146285345617,0.693147180559945,0.714285714285714,0.408450704225352,Carnivore,FALSE,FALSE
37,C,Carboniferous,Mississippian,Visean,Vis,346.73,338.535,330.34,16.39,#6eafb5,#769e83,#b7c089,48,90,23,2,5,5,52,80,19,87,189,162.240239751885,238,106,0.298319327731092,0.554621848739496,0.197530975457483,0.652085693762171,0.735706794978741,1.36431545440112,0.361013345537331,1.0278432177799,0.510825623765991,1.12059119538689,0.4,0.673913043478261,0.510825623765991,1.12059119538688,0.92,0.436781609195402,Carnivore,FALSE,FALSE
38,C,Carboniferous,Mississippian,Serpukhovian,Ser,330.34,326.87,323.4,6.94,#6eafb5,#769e83,#cdc888,90,43,33,15,2,12,74,18,45,122,189,217.106939013431,259,167,0.459459459459459,0.355212355212355,0.313972767683499,0.137621377876048,1.00330210886378,0.264692554227082,0.610259520754178,0.181310945288031,0.559615787935423,0.148420005118273,0.371428571428571,0,0.464305608131098,0,0.6875,0.426229508196721,Carnivore,FALSE,FALSE
39,C,Carboniferous,Pennsylvanian,Bashkirian,Bas,323.4,319.275,315.15,8.25,#6eafb5,#a6c9cd,#a6c9cd,43,66,27,13,9,7,56,30,15,125,153,179.007925906136,226,140,0.314159292035398,0.380530973451327,0.113328685307003,0.215111379616946,0.465363249689233,0.893817876022097,0.357149665049001,0.519124426580686,0.175204089025091,0.477627554356395,0.160714285714286,0.367088607594937,0.175204089025091,0.457424847038875,0.675,0.416,Carnivore,FALSE,FALSE
40,C,Carboniferous,Pennsylvanian,Moscovian,Mos,315.15,311.085,307.02,8.13,#6eafb5,#a6c9cd,#bed3ce,66,72,35,4,15,4,30,39,25,130,162,142.559505362391,224,155,0.245535714285714,0.308035714285714,0.175890666463664,0.262364264467491,0.634306680537012,0.721318057526642,0.382992252256106,0.328275469417034,0.487295126355797,0.341749293722057,0.357142857142857,0.289473684210526,0.441832752279039,0.341749293722057,0.897435897435897,0.523076923076923,Carnivore,FALSE,FALSE
41,C,Carboniferous,Pennsylvanian,Kasimovian,Kas,307.02,305.35,303.68,3.34,#6eafb5,#a6c9cd,#cad8d9,72,47,28,8,2,17,18,20,26,143,123,124.891874355941,207,169,0.21256038647343,0.183574879227053,0.167054084663166,0.130905570546855,0.944461608840852,0.517943091534855,0.602712315118795,0.409729506894622,0.41173472112176,0.369747025506085,0.3375,0.236363636363636,0.41173472112176,0.269663566949103,0.777777777777778,0.412587412587413,Carnivore,FALSE,FALSE
42,C,Carboniferous,Pennsylvanian,Gzhelian,Gzh,303.68,301.285,298.89,4.79,#6eafb5,#a6c9cd,#d6dcda,47,42,27,11,9,10,11,16,16,147,85,94.4764053393495,190,163,0.142105263157895,0.142105263157895,0.103317614028026,0.103317614028026,0.55431073570573,0.441832752279039,0.346671370927485,0.190518323998133,0.189241999638528,0.120144311842063,0.172413793103448,0.113207547169811,0.189241999638528,0.120144311842063,0.710526315789474,0.285714285714286,Carnivore,FALSE,FALSE
43,P,Permian,Cisuralian,Asselian,Ass,298.89,296.205,293.52,5.37,#e35b41,#e5755f,#e07f6c,42,46,26,6,13,8,9,18,13,150,89,86.5069976777164,190,163,0.115789473684211,0.142105263157895,0.0831149067105066,0.113328685307003,0.479573080261886,0.570544858467613,0.256429528947677,0.228795564745556,0.182321556793955,0.144581228811107,0.166666666666667,0.134615384615385,0.182321556793955,0.144581228811107,0.8125,0.326666666666667,Carnivore,FALSE,FALSE
44,P,Permian,Cisuralian,Sakmarian,Sak,293.52,292.015,290.51,3.01,#e35b41,#e5755f,#e18a76,46,65,32,8,10,8,8,24,11,157,101,99.7047822602191,200,168,0.095,0.16,0.0677181740549509,0.142251225917518,0.362905493689368,0.708651367095911,0.250427510262678,0.501012002317666,0.117783035656383,0.378436435720245,0.111111111111111,0.315068493150685,0.117783035656383,0.378436435720245,0.8,0.369426751592357,Carnivore,FALSE,FALSE
45,P,Permian,Cisuralian,Artinskian,Art,290.51,286.905,283.3,7.21,#e35b41,#e5755f,#e39684,65,73,42,5,10,7,26,27,24,157,141,124.609824052517,234,181,0.213675213675214,0.226495726495726,0.142251225917518,0.158689952260678,0.436717651612269,0.552789822865023,0.22314355131421,0.329646271550813,0.259511195485085,0.313657558855042,0.228571428571429,0.269230769230769,0.259511195485085,0.313657558855041,0.893617021276596,0.407643312101911,Carnivore,FALSE,FALSE
46,P,Permian,Cisuralian,Kungurian,Kun,283.3,278.835,274.37,8.93,#e35b41,#e5755f,#e49f90,73,72,42,10,6,7,29,28,29,155,151,147.643932165439,241,184,0.240663900414938,0.236514522821577,0.171510640689739,0.166061035922174,0.552789822865023,0.538996500732687,0.290425558397532,0.426518517305997,0.341303163890879,0.346276236717834,0.216867469879518,0.25609756097561,0.244453337900961,0.295845383090942,0.807692307692308,0.419354838709677,Carnivore,FALSE,FALSE
47,P,Permian,Guadalupian,Roadian,Roa,274.37,271.79,269.21,5.16,#e35b41,#f18f76,#f49984,72,66,40,12,4,5,21,21,31,152,139,142.706171520171,225,183,0.231111111111111,0.186666666666667,0.185605631995145,0.129411073651503,0.587786664902119,0.500775287912489,0.410855956743041,0.28720118761443,0.387765531008763,0.331357135954442,0.202380952380952,0.217948717948718,0.226124179452347,0.245834962516281,0.769230769230769,0.434210526315789,Carnivore,FALSE,FALSE
48,P,Permian,Guadalupian,Wordian,Wor,269.21,266.775,264.34,4.87,#e35b41,#f18f76,#f4a692,66,40,31,6,2,26,22,14,32,141,124,116.881645738712,209,173,0.258373205741627,0.172248803827751,0.204531704119611,0.0946652265410784,0.755667537541279,0.25489224962879,0.106972119552168,-0.00747201483870097,0.133531392624523,0.165079750359449,0.125,0.130434782608696,0.133531392624523,0.139761942375159,0.837837837837838,0.397163120567376,Carnivore,FALSE,FALSE
49,P,Permian,Guadalupian,Capitanian,Cap,264.34,261.945,259.55,4.79,#e35b41,#f18f76,#f6af9b,40,33,23,21,17,5,5,8,20,135,63,95.180940654439,168,155,0.148809523809524,0.0773809523809524,0.138150338480817,0.0575698518214778,0.553385238184787,0.36101334553733,0.419853845560264,0.184082637378252,0.219053566062685,-0.121889817609037,0.0983606557377049,-0.037037037037037,0.10354067894084,-0.0363676441708748,0.522727272727273,0.222222222222222,Carnivore,FALSE,FALSE
50,P,Permian,Lopingian,Wuchiapingian,Wuc,259.55,256.895,254.24,5.31,#e35b41,#f8baab,#fac4b8,33,73,21,3,15,0,55,43,39,104,192,173.291706423419,241,143,0.390041493775934,0.406639004149378,0.318453731118535,0.346041687637364,0.451985123743057,1.24593700342497,-0.027587956518829,0.597241585435857,0.405465108108164,0.667171694156685,0.25,0.486842105263158,0.287682072451781,0.667171694156685,0.875,0.528846153846154,Carnivore,FALSE,FALSE
51,P,Permian,Lopingian,Changhsingian,Chg,254.24,253.07,251.9,2.34,#e35b41,#f8baab,#facfc6,73,23,13,8,0,17,52,11,61,86,149,190.084547565712,210,147,0.538095238095238,0.3,0.536085290525229,0.120363682249875,1.72551008368685,0.570544858467613,1.36260458999749,0.43701346584309,0.756862994946053,0.389464766761723,0.530864197530864,0.0645161290322581,0.756862994946053,0.0666913744986721,0.619047619047619,0.290697674418605,Carnivore,TRUE,FALSE
52,Tr,Triassic,Lower Triassic,Induan,Ind,251.9,250.89,249.88,2.02,#984b99,#a9599e,#b266a6,23,81,16,7,17,5,41,59,8,89,134,152.123831151483,197,97,0.248730964467005,0.50761421319797,0.086074608771243,0.508575904031975,0.362905493689368,1.62186043243266,0.322083499169113,1.14228735217077,0.0689928714869514,0.78845736036427,0.0666666666666667,0.545454545454545,0.0689928714869514,0.78845736036427,0.695652173913043,0.292134831460674,Carnivore,FALSE,FALSE
53,Tr,Triassic,Lower Triassic,Olenekian,Ole,249.88,248.29,246.7,3.18,#984b99,#a9599e,#bb71ac,81,99,24,1,9,2,208,67,61,87,384,315.896339834357,423,148,0.635933806146572,0.650118203309693,0.531304155109531,0.571044483759045,1.21639532432449,1.41706601978664,1.09625101248243,1.05416052609728,1.11088238125992,1.07880966137193,0.670731707317073,0.66,1.11088238125992,1.07880966137193,0.96,0.551724137931034,Carnivore,FALSE,FALSE
54,Tr,Triassic,Middle Triassic,Anisian,Ani,246.7,244.08,241.46,5.24,#984b99,#bd86bd,#c793c3,99,134,47,6,2,19,135,104,43,111,353,314.367267125585,393,154,0.452926208651399,0.608142493638677,0.327422401101295,0.661107826815329,0.744972248424531,1.04769219824085,0.394111274351219,1.0068702037206,0.377294231141468,0.934309237376833,0.314285714285714,0.578571428571429,0.377294231141468,0.864104978703585,0.886792452830189,0.63963963963964,Carnivore,FALSE,FALSE
55,Tr,Triassic,Middle Triassic,Ladinian,Lad,241.46,239.23,237,4.46,#984b99,#bd86bd,#d0a0c8,134,125,69,29,11,9,47,59,65,150,251,281.536890117591,321,215,0.348909657320872,0.330218068535826,0.360002734031407,0.331698957868555,0.663733295353652,0.594207232705042,0.549789036004434,0.474062920862979,0.420921366344856,0.345604720184485,0.251533742331288,0.227272727272727,0.289729156073506,0.2578291093021,0.704081632653061,0.533333333333333,Carnivore,FALSE,FALSE
56,Tr,Triassic,Upper Triassic,Carnian,Car,237,232.15,227.3,9.7,#984b99,#c9a6d0,#d1b3d5,125,115,58,7,14,8,97,58,84,125,319,282.332353726957,364,209,0.497252747252747,0.425824175824176,0.51402051466251,0.38117241553912,0.767870726755882,0.684489117816831,0.474109608227719,0.333628143743518,0.59234248143798,0.434573192266235,0.409090909090909,0.352459016393443,0.526093095896779,0.434573192266235,0.892307692307692,0.64,Carnivore,FALSE,FALSE
57,Tr,Triassic,Upper Triassic,Norian,Nor,227.3,218.405,209.51,17.79,#984b99,#c9a6d0,#dbc1de,115,54,41,14,2,3,121,17,79,104,267,282.862057955338,321,183,0.623052959501558,0.429906542056075,0.565095253700048,0.151399646455368,1.03136006165894,0.275411979859967,0.721205133355103,0.161467720510749,0.799369393815253,0.176456437341556,0.472868217054264,0.0735294117647059,0.640304699185565,0.076372978784574,0.745454545454545,0.480769230769231,Carnivore,FALSE,FALSE
58,Tr,Triassic,Upper Triassic,Rhaetian,Rha,209.51,205.435,201.36,8.15,#984b99,#c9a6d0,#e5cbe4,54,18,11,4,4,6,18,14,47,74,106,114.153450076506,153,121,0.42483660130719,0.209150326797386,0.491725452392571,0.173271721274037,1.5910887737659,0.492476485097794,1.18562366565774,0.198715366569631,1.015920572823,0.146603474191875,0.637931034482759,0.0909090909090909,1.015920572823,0.0953101798043249,0.733333333333333,0.364864864864865,Carnivore,TRUE,FALSE
59,J,Jurassic,Lower Jurassic,Hettangian,Het,201.36,200.41,199.46,1.9,#00b0e2,#02b1ea,#22b5e9,18,40,12,6,4,4,34,39,5,83,98,116.091904889126,161,88,0.242236024844721,0.453416149068323,0.0584962066816085,0.385180436936659,0.405465108108164,1.20397280432594,-0.0408219945202551,0.893817876022097,0.0870113769896297,0.737598943130779,0.0416666666666667,0.521739130434783,0.0425596144187959,0.737598943130779,0.666666666666667,0.240963855421687,Carnivore,FALSE,FALSE
60,J,Jurassic,Lower Jurassic,Sinemurian,Sin,199.46,196.18,192.9,6.56,#00b0e2,#02b1ea,#5ebeee,40,65,16,9,5,8,58,54,22,100,164,202.371092706385,234,122,0.341880341880342,0.478632478632479,0.198850858745165,0.431782416425538,0.916290731874155,1.40179854765586,0.636705869654994,0.996333439547691,0.395312736644146,0.902867711542014,0.326530612244898,0.527027027027027,0.395312736644146,0.748717031714756,0.64,0.3,Carnivore,FALSE,FALSE
61,J,Jurassic,Lower Jurassic,Pliensbachian,Plb,192.9,188.55,184.2,8.7,#00b0e2,#02b1ea,#86c9f3,65,67,31,10,12,2,68,36,32,122,187,195.320744960485,258,154,0.387596899224806,0.403100775193798,0.232931557680373,0.25857398829371,0.740400065410491,0.77070541490582,0.535605652764478,0.3244183122774,0.556287997842748,0.373513508301562,0.373333333333333,0.285714285714286,0.467340511826252,0.336472236621213,0.75609756097561,0.418032786885246,Carnivore,FALSE,FALSE
62,J,Jurassic,Lower Jurassic,Toarcian,Toa,184.2,179.45,174.7,9.5,#00b0e2,#02b1ea,#a3d1f3,67,61,22,5,6,11,74,42,42,116,206,199.660845699852,274,158,0.423357664233577,0.423357664233577,0.309004841920602,0.309004841920602,1.11365016603265,1.019831410815,0.718995974028701,0.740246548595834,0.63907995928967,0.693147180559945,0.472222222222222,0.454545454545455,0.63907995928967,0.606135803570316,0.814814814814815,0.413793103448276,Carnivore,FALSE,FALSE
63,J,Jurassic,Middle Jurassic,Aalenian,Aal,174.7,172.8,170.9,3.8,#00b0e2,#84cfee,#a2d8f0,61,64,31,15,7,8,26,36,20,138,131,153.515430954987,220,158,0.209090909090909,0.281818181818182,0.135341347869762,0.231801614057324,0.676886659688165,0.724895878874526,0.366731731384325,0.520101466228512,0.341749293722057,0.3991559389149,0.289473684210526,0.278481012658228,0.341749293722057,0.326396584632471,0.673913043478261,0.355072463768116,Carnivore,FALSE,FALSE
64,J,Jurassic,Middle Jurassic,Bajocian,Baj,170.9,169.535,168.17,2.73,#00b0e2,#84cfee,#b0dff1,64,73,22,8,15,9,92,45,34,140,222,239.076093556457,311,174,0.405144694533762,0.440514469453376,0.217412876605225,0.27871340246902,1.06784063000136,1.19941698779008,0.805476365533865,0.804762795786127,0.613104472886409,0.587786664902119,0.458333333333333,0.444444444444444,0.613104472886409,0.587786664902119,0.733333333333333,0.364285714285714,Carnivore,FALSE,FALSE
65,J,Jurassic,Middle Jurassic,Bathonian,Bat,168.17,166.73,165.29,2.88,#00b0e2,#84cfee,#bce3f2,73,87,40,12,10,5,46,49,30,155,188,193.012663638792,280,185,0.271428571428571,0.339285714285714,0.176930708159078,0.27469487692497,0.601579987034455,0.777028664540647,0.390270893367248,0.466873736236808,0.399599988655766,0.467985465089498,0.282352941176471,0.343434343434343,0.331777392317005,0.420732580238953,0.769230769230769,0.406451612903226,Carnivore,FALSE,FALSE
66,J,Jurassic,Middle Jurassic,Callovian,Cal,165.29,163.41,161.53,3.76,#00b0e2,#84cfee,#cae6f2,87,109,34,8,8,7,81,76,44,160,274,267.304049912778,361,204,0.346260387811634,0.434903047091413,0.242946178610389,0.388657989791783,0.939547594038422,1.16498735761298,0.742837299792368,0.902623093145491,0.662056593489914,0.85015092936961,0.484210526315789,0.547008547008547,0.662056593489914,0.791882021245634,0.80952380952381,0.45625,Carnivore,FALSE,FALSE
67,J,Jurassic,Upper Jurassic,Oxfordian,Oxf,161.53,158.155,154.78,6.75,#00b0e2,#bbe4fa,#cce8fd,109,92,46,10,9,12,61,47,55,181,233,224.011708812973,344,236,0.337209302325581,0.313953488372093,0.265334773759784,0.230848597688615,0.862706485740049,0.693147180559945,0.635649035104702,0.481838086892738,0.559615787935423,0.450585543388634,0.428571428571429,0.333333333333333,0.559615787935423,0.405465108108164,0.821428571428571,0.386740331491713,Carnivore,FALSE,FALSE
68,J,Jurassic,Upper Jurassic,Kimmeridgian,Kim,154.78,152.01,149.24,5.54,#00b0e2,#bbe4fa,#d4eefd,92,112,51,13,14,2,55,59,35,193,231,228.931935691723,342,228,0.263157894736842,0.333333333333333,0.166655440049555,0.266738898606538,0.589962944324715,0.786673238570769,0.472179908668331,0.589962944324715,0.464305608131098,0.471604910612709,0.266666666666667,0.368,0.310154928303839,0.45886588483528,0.796875,0.424870466321244,Carnivore,FALSE,FALSE
69,J,Jurassic,Upper Jurassic,Tithonian,Tit,149.24,146.17,143.1,6.14,#00b0e2,#bbe4fa,#e0f2fc,112,86,32,4,2,18,141,66,77,175,351,311.84891798023,459,252,0.474945533769063,0.450980392156863,0.364643113587909,0.320010959567141,1.25276296849537,0.988611393453781,0.924258901523332,0.761553942818435,0.76460614454209,0.862223510603879,0.53448275862069,0.555555555555556,0.76460614454209,0.810930216216329,0.888888888888889,0.382857142857143,Carnivore,FALSE,FALSE
70,K,Cretaceous,Lower Cretaceous,Berriasian,Ber,143.1,140.4,137.7,5.4,#95c562,#9fca70,#9ec979,86,65,36,14,15,9,22,28,44,197,148,162.335619081545,291,241,0.22680412371134,0.171821305841924,0.201593204752667,0.132896673466432,0.870828357797398,0.590868331439527,0.765467842139572,0.473085295783144,0.527632742082372,0.195060582571384,0.38,0.177215189873418,0.478035800943,0.195060582571384,0.72,0.274111675126904,Carnivore,FALSE,FALSE
71,K,Cretaceous,Lower Cretaceous,Valanginian,Val,137.7,135.15,132.6,5.1,#95c562,#9fca70,#a8d182,65,69,27,3,11,14,60,43,39,186,208,182.517885237629,328,225,0.301829268292683,0.314024390243902,0.190353728491219,0.207975329841038,0.878550403891308,0.93826963859293,0.48464611818422,0.609765571620894,0.435318071257845,0.563094052311747,0.352941176470588,0.430555555555556,0.435318071257846,0.563094052311747,0.9,0.354838709677419,Carnivore,FALSE,FALSE
72,K,Cretaceous,Lower Cretaceous,Hauterivian,Hau,132.6,129.55,126.5,6.1,#95c562,#9fca70,#b7d690,69,70,29,14,10,20,25,57,40,189,169,197.898163928989,311,229,0.209003215434084,0.263665594855305,0.191974988494597,0.26358452087272,0.866810674610785,0.881199412062885,0.469929310194013,0.775838896405059,0.275705881405065,0.460524885291192,0.240963855421687,0.369047619047619,0.275705881405065,0.460524885291192,0.674418604651163,0.248677248677249,Carnivore,FALSE,FALSE
73,K,Cretaceous,Lower Cretaceous,Barremian,Bar,126.5,123.95,121.4,5.1,#95c562,#9fca70,#c2da9c,70,99,39,19,23,10,56,60,38,208,221,259.561492563897,362,246,0.259668508287293,0.320441988950276,0.167793456231045,0.253448900809539,0.584933595919713,0.931558204004943,0.354917165317741,0.537653918297855,0.269128664556033,0.376235469793226,0.235955056179775,0.313559322033898,0.269128664556033,0.376235469793226,0.672413793103448,0.322115384615385,Carnivore,FALSE,FALSE
74,K,Cretaceous,Lower Cretaceous,Aptian,Apt,121.4,117.3,113.2,8.2,#95c562,#9fca70,#cfe1a7,99,168,58,15,21,6,78,97,45,223,326,324.038840318019,443,268,0.27765237020316,0.395033860045147,0.183815209050738,0.361149224333653,0.534676839588171,1.06352096885684,0.375046693996287,0.666639604440067,0.366750595927474,0.666191370571417,0.263157894736842,0.459016393442623,0.305381649551182,0.614366302706831,0.794520547945205,0.475336322869955,Carnivore,FALSE,FALSE
75,K,Cretaceous,Lower Cretaceous,Albian,Alb,113.2,106.85,100.5,12.7,#95c562,#9fca70,#d9e8b1,168,231,104,18,10,6,183,150,74,246,544,503.976160628044,653,320,0.393568147013783,0.509954058192956,0.262989459861409,0.476082675322118,0.479573080261886,0.798026811380421,0.356194059101382,0.568010380778449,0.373716409793584,0.634650973878337,0.258064516129032,0.421686746987952,0.298492988555997,0.547639596888707,0.852459016393443,0.556910569105691,Carnivore,FALSE,FALSE
76,K,Cretaceous,Upper Cretaceous,Cenomanian,Cen,100.5,97.2,93.9,6.6,#95c562,#b9d25d,#c6d86c,231,199,99,13,8,16,180,147,99,297,598,534.279627695604,723,396,0.385892116182573,0.452282157676349,0.287682072451781,0.402092423629525,0.847297860387204,0.698184974589902,0.614203978219826,0.538554828998018,0.645137961373585,0.569094531889966,0.459016393442623,0.400943396226415,0.614366302706831,0.512399188213421,0.883928571428571,0.579124579124579,Carnivore,FALSE,FALSE
77,K,Cretaceous,Upper Cretaceous,Turonian,Tur,93.9,91.645,89.39,4.51,#95c562,#b9d25d,#d2dd77,199,125,80,21,9,74,59,74,65,379,353,351.957881378573,577,444,0.214904679376083,0.23050259965338,0.158288357349798,0.178355920400608,0.911278190050611,0.44628710262842,0.42577037426891,0.322908081467915,0.228841572428847,0.28312625591592,0.204545454545455,0.212328767123288,0.228841572428847,0.238674493345086,0.792079207920792,0.408970976253298,Carnivore,FALSE,FALSE
78,K,Cretaceous,Upper Cretaceous,Coniacian,Con,89.39,87.545,85.7,3.69,#95c562,#b9d25d,#dce383,125,128,88,55,44,47,20,38,32,421,212,272.06572268234,511,453,0.101761252446184,0.113502935420744,0.0732592918006526,0.0864173763781637,0.350976922824095,0.374693449441411,0.121910353206763,0.141599567274033,-0.0540672212702758,-0.0216224640131657,0,0,0,0,0.615384615384615,0.28978622327791,Carnivore,FALSE,FALSE
79,K,Cretaceous,Upper Cretaceous,Santonian,San,85.7,84.675,83.65,2.05,#95c562,#b9d25d,#e5e88f,128,245,101,26,87,5,37,73,39,420,348,345.578085032655,569,459,0.133567662565905,0.193321616871705,0.0887954987831312,0.160254462765276,0.236909747078358,0.886137693703468,0.200095773955641,0.400629877921767,0.154150679827258,0.236142805857849,0.0909090909090909,0.210332103321033,0.0953101798043249,0.236142805857849,0.795275590551181,0.473809523809524,Carnivore,FALSE,FALSE
